Maurice Prendergast,Post-Impressionism,Scene of Venice,55876.jpg
Pieter Claesz,Baroque,Still Life ,30847.jpg
Claude Lorrain,Baroque,Harbour Scene,22525.jpg
T. C. Steele,Impressionism,Summer Days at Vernon,50351.jpg
Maurice Prendergast,Post-Impressionism,Autumn in New England,63413.jpg
Frantisek Kupka,Impressionism,Self-Portrait,77217.jpg
Martiros Saryan,Expressionism,A street. Constantinople.,12170.jpg
Paul Gauguin,Post-Impressionism,Portrait of a little boy,62080.jpg
Sir Lawrence Alma-Tadema,Romanticism,Architecture in Ancient Rome,31177.jpg
Lucian Freud,Expressionism,The Big Man,69078.jpg
Maurice Quentin de La Tour,Rococo,"Francois Louis Veron Forbonnais of Duverger, economist",83856.jpg
Eugene von Guerard,Romanticism,"View of the Gippsland Alps, from Bushy Park on the River Avon ",17036.jpg
Salvador Dali,Surrealism,Portrait of Mrs. Harrison Williams,231.jpg
Ilya Repin,Realism,Portrait of composer and chemist Aleksander Porfirievich Borodin,75600.jpg
Samuel Mutzner,Impressionism,Patio la Sevilla,36951.jpg
Fyodor Bronnikov,Romanticism,Mosaicists before the court three in Venice,25771.jpg
Adolphe Joseph Thomas Monticelli,Romanticism,At The Well,65409.jpg
Konstantin Makovsky,Realism,Still Life,64022.jpg
Theodore Gericault,Romanticism,The Dream of Aeneas,9572.jpg
Ilya Repin,Realism,Historian Nikolai Kostomarov in a coffin,28399.jpg
Frank Dicksee,Romanticism,Christ of the Cornfield,79253.jpg
Konstantin Somov,Realism,Self-Portrait,27124.jpg
Ivan Aivazovsky,Romanticism,View of Constantinople,74457.jpg
Ivan Aivazovsky,Romanticism,The landing to Subashi,82408.jpg
Isaac Levitan,Realism,Early spring,46700.jpg
Jacek Malczewski,Art Nouveau (Modern),Polish Hector,88498.jpg
Jean-Francois Millet,Realism,Death and the woodcutter,32373.jpg
Berthe Morisot,Impressionism,The Blue Vase,47953.jpg
Amedeo Modigliani,Expressionism,Portrait of a Woman,95225.jpg
Pavel Svinyin,Romanticism,Great Warrior of Seminols,57338.jpg
Howard Pyle,Romanticism,Otto of the Silver Hand 23,38947.jpg
George Romney,Romanticism,"Emma Hart (1765–1815), as Miranda",20074.jpg
James Ward ,Romanticism,Study for 'Gordale Scar' ,75813.jpg
Thomas Lawrence,Romanticism,Lieutenant-General (later General) Thomas Graham ,98918.jpg
William Blake,Symbolism,The Casting of the Rebel Angels into Hell,25719.jpg
Orest Kiprensky,Romanticism,Portrait of an unknown man ,93784.jpg
Martiros Saryan,Expressionism,Aragats,88214.jpg
Martiros Saryan,Symbolism,Midday Silence,20368.jpg
Egon Schiele,Art Nouveau (Modern),Peasants Jug,72168.jpg
 Periklis Vyzantios ,Post-Impressionism,A horse-drawn carriage,44823.jpg
Ilya Repin,Realism,"Rest. Portrait of Vera Repina, the Artist' s Wife.",6568.jpg
Ivan Aivazovsky,Romanticism,The Bay of Naples in the morning,38088.jpg
Dmitry Levitzky,Rococo,Portrait of Praskovia Repnina,2500.jpg
Arkhip Kuindzhi,Impressionism,Winter. Fog,5096.jpg
Ilya Repin,Realism,The Reply of the Zaporozhian Cossacks to Sultan Mahmoud IV,94841.jpg
Peter Paul Rubens,Baroque,The Cardinal Infante,23295.jpg
Ivan Aivazovsky,Romanticism,Night. Tragedy in the Sea of Marmara,46976.jpg
Ivan Aivazovsky,Romanticism,Sunset. A lone sailboat,14490.jpg
Ilya Repin,Realism,Portrait of an Unknown Woman,8784.jpg
Ivan Aivazovsky,Romanticism,The Shipwreck,30511.jpg
Arkhip Kuindzhi,Realism,Crimea,90922.jpg
Arkhip Kuindzhi,Realism,Dnieper ,83043.jpg
Arkhip Kuindzhi,Impressionism,Winter,21628.jpg
Julius LeBlanc Stewart,Realism,On The Terrace,21173.jpg
Vasily Polenov,Realism,"Paracin. September 28, 1876.",7344.jpg
John William Waterhouse,Romanticism,A Tale from the Decameron,79130.jpg
Vasily Vereshchagin,Realism,Buddhist lama in a monastery on a holiday Pemionchi. Sikkim,90802.jpg
Gustave Courbet,Realism,The Houses of the Chateau D'Ornans,24199.jpg
Ivan Shishkin,Realism,Fir forest,70764.jpg
Ivan Aivazovsky,Romanticism,Shipwreck,20121.jpg
Arkhip Kuindzhi,Impressionism,Autumn,41286.jpg
Constant Troyon,Realism,Cows in a Landscape,21970.jpg
Thomas Hill,Romanticism,"Sisson's Inn, near Mount Shasta",92712.jpg
Egon Schiele,Expressionism,Portrait of the Actress Marga Boerner,89957.jpg
Maurice Prendergast,Impressionism,Low Tide,58647.jpg
Maurice Prendergast,Post-Impressionism,Low Tide,25464.jpg
Lucian Freud,Expressionism,"Man's Head, Self Portrait",63212.jpg
Ivan Kramskoy,Realism,Family Artist ,47409.jpg
Thomas Lawrence,Romanticism,A Child,30435.jpg
James Ensor,Expressionism,Skeletons Fighting over a Hanged Man,101208.jpg
Rembrandt,Baroque,Artist in his Studio,12956.jpg
David Kakabadze,Expressionism,Imereti,48681.jpg
Cornelis Vreedenburgh,Impressionism,View On The Ijssel Near Hattem,13167.jpg
Vue de la route du col d'Aspin,Realism,Arreau,698.jpg
Salvador Dali,Expressionism,Winged Victory,59292.jpg
Antonio Carneiro,Realism,Auto-Retrato,62594.jpg
Hercules Seghers,Baroque,View of Brussels from the North East,64213.jpg
Ivan Aivazovsky,Romanticism,The shores of Dalmatia,72219.jpg
Aleksey Savrasov,Realism,Stumps,46821.jpg
Frans Snyders,Baroque,Still Life With A Basket Of Fruit,38394.jpg
Ilya Repin,Realism,Portrait of N.I. Repina,23450.jpg
John Atkinson Grimshaw,Romanticism,"Evening, Knostrop Old Hall",47299.jpg
Arkhip Kuindzhi,Impressionism,Forest Glade. Fog,71820.jpg
Vasily Polenov,Realism,Winter ,95248.jpg
Ivan Shishkin,Realism,Thickets,56801.jpg
Konstantin Somov,Art Nouveau (Modern),Sleeping Young Woman in Park,59416.jpg
Viktor Vasnetsov,Realism,Beggars singer (Pilgrims) ,68602.jpg
Gustave Loiseau,Post-Impressionism,Self-Portrait with Statuette,45459.jpg
Howard Pyle,Romanticism,Otto of the Silver Hand 25,101308.jpg
Sir Lawrence Alma-Tadema,Romanticism,Sculptors in Ancient Rome,22890.jpg
The Great Sea,Impressionism,Arrangement in Blue and Silver,85881.jpg
George Romney,Rococo,A Lady in a Brown Dress. 'The Parson's Daughter' ,81551.jpg
Armando Reveron,Post-Impressionism,Crucifixion,45824.jpg
Samuel Peploe,Post-Impressionism,Barra,62152.jpg
John Crome,Romanticism,Norwich River: Afternoon,39154.jpg
William Collins,Romanticism,The Withered Tree,93117.jpg
John Henry Twachtman,Impressionism,"Moonlight, Flanders",14829.jpg
Rembrandt,Baroque,Man Sharpening a Quill,102408.jpg
Marc Chagall,Expressionism,Nude Lying Down,12494.jpg
Jose Maria Velasco,Realism,Volcanes del Valle de México,42252.jpg
Salvador Dali,Surrealism,"Combinations (or The Combined Dalinian Phantasms; Ants, Keys, Nails)",69880.jpg
Leon Bakst,Art Nouveau (Modern),"""Narcisse""-  Nymph Echo  ",8331.jpg
James McNeill Whistler,Impressionism,Red and Black: The Fan,94713.jpg
T. C. Steele,Impressionism,Portrait of Daisy,48220.jpg
Istvan Nagy,Post-Impressionism,Village-row of houses,72853.jpg
Amedeo Modigliani,Expressionism,Bust of a Young Woman (Mademoiselle Marthe),1398.jpg
Maurice Prendergast,Impressionism,Sketchbook (The Boston Water-Color Sketchbook),2010.jpg
Vangel Naumovski,Surrealism,Black Cradle of Bright Life,4197.jpg
Ivan Kramskoy,Realism,Outraged Jewish boy ,57392.jpg
Jacek Malczewski,Art Nouveau (Modern),Thanatos,4435.jpg
Camille Corot,Realism,A Pond with three Cows and a Crescent Moon,74785.jpg
N.C. Wyeth,Realism,The Frontiersman Pupular Magazine cover Illustration,1410.jpg
Thomas Gainsborough,Rococo,The Cottage Door,28887.jpg
Maurice Quentin de La Tour,Rococo,"Jean Monnet, Director of the Opera Comique in Paris",29054.jpg
Childe Hassam,Impressionism,The Sonata,49808.jpg
Ivan Shishkin,Realism,Little House in Dusseldorf,5037.jpg
Ilya Repin,Realism,Summer landscape in Kurskaya guberniya,78797.jpg
Isaac Levitan,Realism,Evening at Volga,31193.jpg
Arkhip Kuindzhi,Realism,Fishing on the Black Sea,44255.jpg
Sir Lawrence Alma-Tadema,Romanticism,An Audience,30094.jpg
Jacek Malczewski,Art Nouveau (Modern),Sunflowers,49035.jpg
Jacek Malczewski,Impressionism,Idyll,16881.jpg
Arkhip Kuindzhi,Realism,Steppe. Cornfield,48313.jpg
Vasily Vereshchagin,Realism,West Tibetans,21187.jpg
Jose Gutierrez Solana,Expressionism,Woman in the Mirror,2734.jpg
Martiros Saryan,Realism,Noon,16897.jpg
Mikhail Nesterov,Symbolism,Saint Barbara,85378.jpg
Camille Corot,Realism,"Rome, Coliseum, View from the Farnese Gardens",75310.jpg
Rudolf Schweitzer-Cumpana,Impressionism,From the Well,42831.jpg
Ivan Bilibin,Art Nouveau (Modern),At the well,80944.jpg
John Atkinson Grimshaw,Romanticism,"November Afternoon, Stapleton Park",102128.jpg
Nicholas Roerich,Art Nouveau (Modern),"Vignette for book ""N. K. Roerich""",102911.jpg
Ilya Mashkov,Post-Impressionism,St. George killing the dragon,27327.jpg
Maurice Utrillo,Post-Impressionism,"The Church of St. Bernard, Ain, in Summer",41357.jpg
Paula Modersohn-Becker,Expressionism,"Mother with baby at her breast, and child in landscape",26124.jpg
Bertalan Szekely,Romanticism,Contract Sealed with Blood (Blood Oath),27016.jpg
Lilla Cabot Perry,Impressionism,Child with Red Hair Reading,15121.jpg
Maurice Denis,Post-Impressionism,Noele's First Steps,16817.jpg
James Ward ,Romanticism,Peasants Snowballing,34444.jpg
George Lambert,Rococo,Cape of Good Hope ,15883.jpg
Cornelis Vreedenburgh,Impressionism,Cows in a meadow,100449.jpg
Eugene Carriere,Symbolism,Portrait of Clemenceau,97685.jpg
Nicholas Roerich,Symbolism,Blessed Soul (Bhagavan Sri Ramakrishna),101702.jpg
Eugene Boudin,Impressionism,"Camaret, the Port",54682.jpg
Egon Schiele,Expressionism,"Self Portrait in Lavender and Dark Suit, Standing",19773.jpg
Egon Schiele,Expressionism,Untitled,97919.jpg
Isaac Levitan,Realism,Gray day,58916.jpg
Anthony van Dyck,Baroque,St Martin Dividing his Cloak,103044.jpg
Alekos Kontopoulos ,Post-Impressionism,Theokriteio romance,73817.jpg
Aubrey Beardsley,Art Nouveau (Modern),Merlin,59079.jpg
Frantisek Kupka,Art Nouveau (Modern),Lipstick,63946.jpg
Umberto Boccioni,Expressionism,Pianist and Listener,42132.jpg
William Merritt Chase,Impressionism,Lydia Field Emmet,65404.jpg
Theophile Steinlen,Realism,Chanson du Soir,95253.jpg
Isaac Levitan,Realism,Trail in the forest,68441.jpg
Fyodor Vasilyev,Realism,Landscape with a Rock and Stream,41097.jpg
Eugene Boudin,Impressionism,The Port at Deauville,93289.jpg
Arkhip Kuindzhi,Impressionism,Sunflowers. Crimea,25580.jpg
Zinaida Serebriakova,Impressionism,Pond in Tsarskoe Selo ,20689.jpg
Arkhip Kuindzhi,Impressionism,Winter,10845.jpg
Ilya Repin,Realism,Portrait of Countess Natalia Golovina,53766.jpg
Max Beckmann,Expressionism,Portrait of quappi in blue,39953.jpg
Thomas Cole,Romanticism,"Cabin in the Woods, North Conway, New Hampshire",89137.jpg
Thomas Gainsborough,Rococo,Dupont,31480.jpg
Salvador Dali,Surrealism,Imperial Monument of Woma-Child. Gala (Utopian Fantasy),63109.jpg
James Webb ,Romanticism,Cheyne Walk ,71453.jpg
Pavel Svinyin,Romanticism,A Fort,44383.jpg
Vangel Naumovski,Surrealism,Topla Lavina,20265.jpg
Howard Pyle,Romanticism,Otto of the Silver Hand 26,97205.jpg
Eugene Delacroix,Romanticism,Faust meeting Marguerite,1556.jpg
Martiros Saryan,Post-Impressionism,Bouquet of flowers,100319.jpg
Salvador Dali,Surrealism,LaTour,3195.jpg
Jean-Marc Nattier,Rococo,Madame Adélaïde de France Tying Knots,25751.jpg
Frans Snyders,Baroque,Hounds Bringing down a Boar,13024.jpg
Peter Paul Rubens,Baroque,Adoration of the Magi ,95764.jpg
Maurice Utrillo,Post-Impressionism,Houses in Montmartre,52015.jpg
Isaac Levitan,Realism,Autumn,96502.jpg
Arkhip Kuindzhi,Impressionism,After a Rain,27922.jpg
Arkhip Kuindzhi,Impressionism,Sea. Gloomy Day,100572.jpg
Edward Burne-Jones,Symbolism,The Star Of Bethlehem,49168.jpg
Arkhip Kuindzhi,Impressionism,Moonlight Night. Meditation,97163.jpg
Arkhip Kuindzhi,Impressionism,A grove with birch,33007.jpg
Vasily Polenov,Realism,Horse Mishka,99806.jpg
Isaac Levitan,Impressionism,A garden,42405.jpg
Arkhip Kuindzhi,Realism,Night,85344.jpg
Peter Paul Rubens,Baroque,The Baptism of Christ,89465.jpg
Childe Hassam,Impressionism,In the Garden,1595.jpg
Konstantinos Volanakis,Impressionism,The river,81712.jpg
William Bradford,Romanticism,Return of the Whales,9663.jpg
Eugene von Guerard,Romanticism,"View of the Gippsland Alps, from Bushy Park on the River Avon",6961.jpg
Konstantinos Volanakis,Realism,Ship,23861.jpg
John Crome,Romanticism,Marlingford Grove,43354.jpg
Thomas Gainsborough,Rococo,Miss Catherine Tatton,6095.jpg
Maurice Quentin de La Tour,Rococo,Study for portrait of unknown man,37806.jpg
 Wassily Kandinsky,Expressionism,Night,93991.jpg
Giovanni Boldini,Realism,Medici`s Portrait,31672.jpg
Nicholas Roerich,Symbolism,Alexander Nevsky,86364.jpg
Eugene Boudin,Impressionism,Harbour at Camaret,71363.jpg
Paul Gauguin,Impressionism,Still life with Oranges,33133.jpg
Martiros Saryan,Expressionism,Egyptian woman,66425.jpg
Martiros Saryan,Expressionism,Mount Abul and passing camels,49596.jpg
Martiros Saryan,Expressionism,Portrait of Mnatsakan Gyulnazaryan,16247.jpg
Rafael Zabaleta,Expressionism,Harlequin and clown with mask,68792.jpg
John Collier,Romanticism,The Priestess of Bacchus,82635.jpg
Jacob Jordaens,Baroque,The King Drinks,25813.jpg
Edouard Vuillard,Post-Impressionism,Massif near the house,771.jpg
Gustave Courbet,Realism,Seascape,19992.jpg
Andrei Ryabushkin,Art Nouveau (Modern),"Wedding Train in the XVII century, Moscow ",67502.jpg
Richard Gerstl,Expressionism,"Fragment of a smiling self-portrait at full length, detail",17699.jpg
Willard Metcalf,Impressionism,Brook in March,12612.jpg
Charles-Francois Daubigny,Realism,Bords de reviere Sun,22961.jpg
Arkhip Kuindzhi,Realism,A boat in the sea. Crimea,93398.jpg
Ilya Repin,Realism,The Annual Memorial Meeting Near the Wall of the Communards in the Cemetery of Père Lachaise in Paris,89113.jpg
Octav Angheluta,Impressionism,Nud ghemuit,38374.jpg
Arkhip Kuindzhi,Impressionism,Crescent moon at sunset,71527.jpg
Francisc Sirato,Post-Impressionism,Houses in Mangalia,40837.jpg
Esaias van de Velde,Baroque,A Frozen River with Skaters,13132.jpg
Andrei Ryabushkin,Realism,Sunday,64523.jpg
Bernardo Bellotto,Rococo,A View In Venice From The Punta Della Dogana Towards San-Giorgio Maggiore,26805.jpg
George Frederick Watts,Symbolism,Nude Studies Of Long Mary,44337.jpg
Aleksey Savrasov,Realism,Motives of the Russian landscape,38301.jpg
Vladimir Borovikovsky,Rococo,St. Juliana,101408.jpg
Henri de Toulouse-Lautrec,Impressionism,The Box,91632.jpg
George Morland,Rococo,A Halt of a Soldier and His Family,101388.jpg
Rosa Bonheur,Realism,The Stag ,98168.jpg
James Webb ,Romanticism,Ischia ,40158.jpg
Berthe Morisot,Impressionism,The Goose,37035.jpg
Joshua Reynolds,Rococo,The Countess of Dartmouth,10924.jpg
Thomas Sully,Romanticism,Mother and Child ,35710.jpg
Henri Fantin-Latour,Realism,Vase of Peonies,83367.jpg
Eugene Boudin,Impressionism,"The Port, Fecamp",89112.jpg
Bela Kadar,Expressionism,The Great Still-life,95426.jpg
Jose Malhoa,Realism,Tickling,93084.jpg
Ligia Macovei,Expressionism,Party,96568.jpg
Pieter Claesz,Baroque,Breakfast Piece 1646,93488.jpg
Amedeo Modigliani,Expressionism,Almaisa,29691.jpg
Karoly Ferenczy,Impressionism,Orpheus,80227.jpg
Sir Lawrence Alma-Tadema,Romanticism,Autumn Vintage Festival,66144.jpg
Camille Corot,Realism,"Nemi, the Lake's Edge",100082.jpg
Maurice Prendergast,Impressionism,Sienna,1787.jpg
Theophile Steinlen,Realism,Les Camarades ,98827.jpg
Isaac Levitan,Impressionism,Garden in Yalta. Cypress trees.,2748.jpg
Konstantin Bogaevsky,Symbolism,Memories of Mantegna,11245.jpg
Ilya Repin,Realism,Portrait of B.A. Kaminka,83561.jpg
Arkhip Kuindzhi,Realism,Autumn impassability of roads,99730.jpg
Jean-Francois Millet,Realism,The Drunkeness Of Noah,53435.jpg
Rembrandt,Baroque,Diana at the Bath,77908.jpg
Vasily Polenov,Realism,The head of a young woman in a white veil,67306.jpg
Theodor Pallady,Impressionism,Woman with Fan,17460.jpg
Isaac Levitan,Realism,Gray day,79721.jpg
Henry Herbert La Thangue,Impressionism,The Man with the Scythe,28438.jpg
Thomas Lawrence,Romanticism,Head of a Lady,97103.jpg
William Merritt Chase,Impressionism,At Play,48534.jpg
Max Slevogt,Impressionism,Portrait of Carl Steinbart,24874.jpg
Eugene Boudin,Impressionism,"Bordeaux, Bacalan, View from the Quay",63180.jpg
Ilya Mashkov,Post-Impressionism,A flower in a pot and strawberries,61778.jpg
Konstantin Korovin,Impressionism,Woman portrait,24368.jpg
Stefan Luchian,Impressionism,Roses,84746.jpg
Maurice Quentin de La Tour,Rococo,Preparation to the portrait of Madame de Pompadour,72940.jpg
Salvador Dali,Surrealism,The Cosmic Athlete,68538.jpg
Max Liebermann,Impressionism,Shoemaker,76791.jpg
Kay Sage,Surrealism,Le Passage,90224.jpg
 leave Gleb as keeper,Art Nouveau (Modern),The saints have gone,4600.jpg
Lucian Freud,Expressionism,Naked Girl,4782.jpg
Martiros Saryan,Expressionism,Poppy,59716.jpg
Amedeo Modigliani,Expressionism,Jeanne Hebuterne in Red Shawl,49807.jpg
George Lambert,Rococo,Woody Landscape ,15228.jpg
Isaac Levitan,Realism,In the park,64380.jpg
Ivan Shishkin,Realism,Mowing in the oak grove,7165.jpg
Konstantin Bogaevsky,Realism,View of Sudak's environs,79763.jpg
Egon Schiele,Art Nouveau (Modern),Girl in a Blue Apron,86815.jpg
Aleksey Savrasov,Realism,Pine,5230.jpg
Vasily Polenov,Realism,The Mosque of Omar. Haram el-Sharif.,70707.jpg
Kuzma Petrov-Vodkin,Symbolism,Boys ,41287.jpg
Ivan Shishkin,Realism,Por-threshold,70847.jpg
Kuzma Petrov-Vodkin,Symbolism,Bacchante ,24183.jpg
Ivan Shishkin,Realism,Wind Fallen Trees,29024.jpg
Arkhip Kuindzhi,Impressionism,Winter,99977.jpg
Charles-Francois Daubigny,Realism,Not identified,37546.jpg
Konstantin Somov,Symbolism,Italian Comedy 2,26826.jpg
Konstantin Somov,Symbolism,Portrait of G. Hirschman,17985.jpg
Johan Hendrik Weissenbruch,Realism,A Farm On The Waterfront,4706.jpg
Johan Hendrik Weissenbruch,Realism,Ships on canal,32669.jpg
Adriaen Brouwer,Baroque,Peasants Smoking And Drinking,59802.jpg
John Atkinson Grimshaw,Romanticism,The Old Hall Under Moonlight,9958.jpg
Antonio Carneiro,Realism,Rapariga Costurando,79978.jpg
Henri Matisse,Post-Impressionism,Two Figures Reclining in a Landscape ,55601.jpg
Francisco Goya,Romanticism,Atropos (The Fates),63189.jpg
Henri Fantin-Latour,Realism,Roses,63451.jpg
Franklin Carmichael,Art Nouveau (Modern),October Gold,48194.jpg
Eugene Boudin,Impressionism,Barges on the canal at Saint-Valery-sur-Somme,94514.jpg
Felix Vallotton ,Art Nouveau (Modern),Portrait of French poet Tristan Corbière ,43676.jpg
Maurice Quentin de La Tour,Rococo,Study to the portrait of the magistrate Jacques Laura Cooper Breteuil,80346.jpg
Marc Chagall,Surrealism,The rest,103138.jpg
Pavel Svinyin,Romanticism,An Indian with a Scalp,46880.jpg
Gustave Courbet,Realism,View of La Tour de Farges,22929.jpg
Helene Schjerfbeck,Expressionism,Circus Girl,70018.jpg
Martiros Saryan,Expressionism,Illustration for book by V. Totovents 'Life on the old Roman road',16321.jpg
Albert Bierstadt,Romanticism,Deer in a Field,3967.jpg
Viktor Vasnetsov,Realism,Portrait of Appolinary Vasnetsov ,39047.jpg
Camille Corot,Realism,"Marissal, Path to the Front of the Church",64042.jpg
David Bates,Realism,"Tidal Fence on the River Conway, Bachlediog",13719.jpg
William Collins,Romanticism,"Hastings, East Sussex",99088.jpg
Ilya Mashkov,Realism,Rowanberry,15128.jpg
Vasily Sadovnikov,Realism,View of the Anichkov Palace from the Fontanka River,61938.jpg
Arkhip Kuindzhi,Realism,View of the Kremlin from the Zamoskvorechye District,36222.jpg
Ilya Repin,Realism,Portrait of L.N. Yakovleva,66768.jpg
Fyodor Bronnikov,Romanticism,Carnival in Rome,13170.jpg
Ivan Shishkin,Realism,Rocks on the beach. Gursuf,37017.jpg
Arkhip Kuindzhi,Impressionism,Sunset with trees,1867.jpg
Valentin Serov,Impressionism,Portrait of the Artist Isaac Levitan,102805.jpg
Jusepe de Ribera,Baroque,Immaculate Conception,95845.jpg
Vasily Vereshchagin,Realism,Warrant Officer Hassan-Beck Dzhagranov,49983.jpg
John Bauer,Art Nouveau (Modern),"So, how is your appetite, troll mother continued ",47991.jpg
Maxime Maufra,Post-Impressionism,Evening Twilight on the Seine,91475.jpg
Ivan Kramskoy,Realism,Portrait of Dmitry Vasilyevich Grigorovich ,80259.jpg
 Periklis Vyzantios ,Post-Impressionism,Hydra,39109.jpg
